entry_id,title,jurisdiction,income_group,region,depth_score,pct_deep,n_items,values_depth,principles_depth,mechanisms_depth
883cc8628d73,Assignment to the Swedish Agency for Digital Government and the Swedish Authority for Privacy Protection to develop guidelines for the use of generative artificial intelligence in public administration,Sweden,High income,Europe & Central Asia,2.111,0.0,9,2.000,1.667,3.000
64f4b0584411,DeepGreen,France,High income,Europe & Central Asia,2.100,20.0,10,1.667,2.250,2.333
ceb55d5af4d6,NIST AI Public Working Groups,United States,High income,North America,2.091,18.2,11,3.000,2.667,1.200
4f62d9f1217b,Taxonomy of Driving Automation for Vehicles,China (People’s Republic of),Unknown,Unknown,2.091,0.0,11,2.000,2.000,2.500
d2f3d15e32e5,Declaration on AI in the Nordic-baltic Region,Iceland,High income,Europe & Central Asia,2.083,8.3,12,1.400,2.500,2.667
6c26b3c168ba,Centre for the Fourth Industrial Revolution (C4IR),Rwanda,Developing,Sub-Saharan Africa,2.077,0.0,13,2.200,1.600,2.667
866c3a535ef4,National AI Initiative Act of 2020,United States,High income,North America,2.000,0.0,10,2.000,2.000,2.000
26d2382e4a48,Policy on the use of Generative AI,Malta,High income,Europe & Central Asia,2.000,0.0,7,2.000,2.000,0.000
80feb353153a,Instructional and Methodological Recommendations Regarding the Introduction and Use of Artificial Intelligence Technologies in General Secondary Education Institutions,Ukraine,Developing,Europe & Central Asia,2.000,0.0,9,1.750,2.000,3.000
9583e263f9a6,Guidelines for the Use of AI in the Administrative Work of the Employment and Social Protection Services,Germany,High income,Europe & Central Asia,2.000,0.0,9,2.000,1.750,3.000
d276902fb5ab,Trilateral French-Japanese-German Research Projects on AI,Germany,High income,Europe & Central Asia,2.000,0.0,8,1.800,2.333,0.000
274063a73348,NAVAJO,Belgium,High income,Europe & Central Asia,2.000,0.0,1,0.000,0.000,2.000
7b4c3978762a,sustAIn.brussels,Belgium,High income,Europe & Central Asia,2.000,25.0,4,4.000,0.000,1.333
74c0f607221c,High Level Advisory Committee on Artificial Intelligence,Greece,High income,Europe & Central Asia,2.000,12.5,8,1.600,1.000,3.500
598b08e61e0a,U.S. Patent and Trademark Office Report on Public Views on AI and Intellectual Property Policy,United States,High income,North America,2.000,12.5,8,1.667,1.500,2.667
8cfbecfdba6b,Jean Zay Supercomputer and Support Team,France,High income,Europe & Central Asia,2.000,0.0,2,2.000,0.000,0.000
b48dde9bdf92,AI Politeai Lab at the IIT Demokritos,Greece,High income,Europe & Central Asia,2.000,0.0,7,2.000,1.500,2.500
ae4e3d6f4c0f,AI Watch,European Union,Unknown,Unknown,2.000,0.0,3,2.000,2.000,0.000
88e9a5e70c3f,National Artificial Intelligence Strategy (NAIS),Costa Rica,Developing,Latin America & Caribbean,2.000,0.0,8,1.750,2.250,0.000
7b698be31afa,LaborIA,France,High income,Europe & Central Asia,2.000,0.0,1,2.000,0.000,0.000
81d58568e839,Cloud Computing services provisioning regulations,Saudi Arabia,High income,Middle East & North Africa,2.000,0.0,1,0.000,0.000,2.000
ccb3a9a90c7f,Dublin City Council’s Smart Dublin initiative: Project on Using AI-Enabled Cameras to Understand Vehicular Flows,Ireland,High income,Europe & Central Asia,2.000,0.0,5,1.500,2.500,2.000
cd3bcd08d5ab,AI Agenda for Sweden,Sweden,High income,Europe & Central Asia,2.000,0.0,3,2.000,0.000,0.000
1231fdd4fed3,Competitive call for projects for digitalisation of higher education,Romania,High income,Europe & Central Asia,2.000,20.0,5,1.000,2.000,3.000
9337487d7399,Instructions Regarding the Processing of Personal Data and Artificial Intelligence,Colombia,Developing,Latin America & Caribbean,2.000,0.0,2,2.000,0.000,0.000
b499f3b2b41d,Health Data Lab,Germany,High income,Europe & Central Asia,2.000,0.0,1,2.000,0.000,0.000
eb47222205b8,Recommendations for the Responsible Implementation and Use of Artificial Intelligence Technologies in Higher Education Institutions,Ukraine,Developing,Europe & Central Asia,1.900,10.0,10,1.400,1.667,3.500
96716bec2fb0,Cultural AI Lab,Netherlands,High income,Europe & Central Asia,1.900,0.0,10,2.000,2.500,1.000
968c098d84aa,Australia's AI Ethics Framework,Australia,High income,East Asia & Pacific,1.889,0.0,9,2.000,1.500,3.000
664f469c41f6,Route 25 Project,Portugal,High income,Europe & Central Asia,1.857,0.0,7,2.000,1.000,2.500
5d917c108fdf,National AI Advisory Committee,United States,High income,North America,1.833,0.0,6,2.000,2.000,1.500
1d87d5695082,Research in areas of strategic interest,Romania,High income,Europe & Central Asia,1.714,0.0,7,2.000,2.500,1.250
3d077f9e4070,European Lighthouse for Secure and Safe AI,United Kingdom,High income,Europe & Central Asia,1.692,0.0,13,1.875,1.400,0.000
3ae530b4222c,OECD Catalogue of Tools and Metrics,OECD/GPAI,Unknown,Unknown,1.571,14.3,7,1.250,1.000,4.000
628f615a2f9e,Saudi Data and AI Authority,Saudi Arabia,High income,Middle East & North Africa,1.091,0.0,11,1.000,1.000,1.333
d5feb60f6b76,National AI Platform,Serbia,Developing,Europe & Central Asia,1.000,0.0,2,1.000,0.000,1.000
a6d10f5bedf8,"Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of Artificial Intelligence and Data Analytics in Singapore's Financial Sector",Singapore,High income,East Asia & Pacific,1.000,0.0,5,1.000,1.000,0.000
d11e00953df3,Irish Centre for High-End Computing (ICHEC),Ireland,High income,Europe & Central Asia,1.000,0.0,3,1.000,0.000,1.000
ba1ac3267489,Policy and Investment Recommendations for Trustworthy Artificial Intelligence,European Union,Unknown,Unknown,0.000,0.0,0,0.000,0.000,0.000
7f5d5f2f5325,"Brazilian AI Bill, n. 21/2020",Brazil,Developing,Latin America & Caribbean,0.000,0.0,0,0.000,0.000,0.000
83d654c38eaa,Human-Centered National Guidelines for AI Ethics,Korea,High income,East Asia & Pacific,0.000,0.0,0,0.000,0.000,0.000
73ae884896fa,Digital Culture Curriculum,Hungary,High income,Europe & Central Asia,0.000,0.0,0,0.000,0.000,0.000
49f4befefc37,Serbian AI Society,Serbia,Developing,Europe & Central Asia,0.000,0.0,0,0.000,0.000,0.000
05dae08e33e1,Latvia's National AI Strategy,Latvia,High income,Europe & Central Asia,0.000,0.0,0,0.000,0.000,0.000
693f23086759,Ethical Framework for Artificial Intelligence in Colombia,Colombia,Developing,Latin America & Caribbean,0.000,0.0,0,0.000,0.000,0.000
